entry_date,exit_date,side,entry_price,exit_price,pnl_pct,hold_candles
2025-12-10 00:00:00,2025-12-11 04:00:00,SHORT,138.07,130.93,0.0509128992540015,7
2025-12-12 08:00:00,2025-12-12 16:00:00,SHORT,138.66,131.17,0.053217020049040886,2
2025-12-15 00:00:00,2025-12-15 04:00:00,SHORT,131.09,132.28,-0.009877732855290242,1
2025-12-15 16:00:00,2025-12-15 20:00:00,LONG,124.93,127.73,0.02161255102857598,1
2025-12-15 20:00:00,2025-12-17 04:00:00,SHORT,127.73,128.2,-0.004479636733735103,8
2025-12-17 20:00:00,2025-12-18 04:00:00,LONG,123.17,122.76,-0.004128732645936483,2
2025-12-22 16:00:00,2025-12-22 20:00:00,SHORT,124.58,125.87,-0.01115479210146096,1
2025-12-23 16:00:00,2025-12-23 20:00:00,LONG,123.91,123.95,-0.0004771850536679344,1
2025-12-24 04:00:00,2025-12-24 12:00:00,LONG,121.24,122.67,0.0109947871989443,2
2025-12-26 00:00:00,2025-12-26 04:00:00,LONG,122.61,122.66,-0.0003922029198271173,1
2025-12-29 04:00:00,2025-12-29 16:00:00,SHORT,127.83,122.99,0.03706278651333805,3
2026-01-02 04:00:00,2026-01-08 12:00:00,SHORT,127.1,136.33,-0.07341998426435892,38
2026-01-08 16:00:00,2026-01-08 20:00:00,SHORT,137.48,138.3,-0.0067645039278442076,1
2026-01-12 04:00:00,2026-01-16 16:00:00,SHORT,141.34,144.13,-0.02053963492288094,27
2026-01-16 20:00:00,2026-01-17 04:00:00,SHORT,144.85,143.56,0.008105764584052414,2
2026-01-18 16:00:00,2026-01-27 04:00:00,SHORT,142.2,124.46,0.12395386779184245,51
2026-01-27 04:00:00,2026-01-27 16:00:00,LONG,124.46,125.79,0.009886164229471417,3
2026-01-29 16:00:00,2026-01-31 16:00:00,SHORT,116.75,101.65,0.1285361884368308,12
2026-02-09 04:00:00,2026-02-09 08:00:00,LONG,85.43,83.43,-0.024210979749502513,1
2026-02-09 16:00:00,2026-02-09 20:00:00,LONG,87.9,86.71,-0.014338111490330055,1
2026-02-10 00:00:00,2026-02-10 04:00:00,LONG,85.8,84.59,-0.01490256410256403,1
2026-02-11 12:00:00,2026-02-11 16:00:00,SHORT,79.65,79.67,-0.001051098556183252,1
2026-02-12 04:00:00,2026-02-17 00:00:00,SHORT,80.72,86.31,-0.07005173439048566,29
2026-02-18 12:00:00,2026-02-20 16:00:00,SHORT,82.95,84.72,-0.022138155515370656,13
2026-02-23 00:00:00,2026-02-23 04:00:00,LONG,77.57,79.32,0.021760268144901382,1
2026-02-23 04:00:00,2026-02-26 00:00:00,SHORT,79.32,87.91,-0.10909551185073127,17
2026-02-26 04:00:00,2026-02-27 12:00:00,SHORT,87.21,82.64,0.051602247448687,8
2026-02-27 16:00:00,2026-02-28 08:00:00,SHORT,81.52,78.71,0.03367006869479885,4
2026-02-28 12:00:00,2026-02-28 16:00:00,SHORT,80.87,82.15,-0.016627871893161877,1
2026-02-28 20:00:00,2026-03-01 00:00:00,SHORT,84.29,87.98,-0.044577435045675615,1
2026-03-05 20:00:00,2026-03-06 12:00:00,SHORT,88.74,84.57,0.04619121027721435,4
2026-03-06 20:00:00,2026-03-11 00:00:00,SHORT,84.64,85.56,-0.011669565217391325,25
2026-03-13 04:00:00,2026-03-21 16:00:00,SHORT,88.62,89.73,-0.01332538930264048,51
2026-03-22 04:00:00,2026-03-25 00:00:00,SHORT,87.65,91.66,-0.0465501426126639,17
2026-03-25 04:00:00,2026-03-25 08:00:00,SHORT,91.77,92.94,-0.013549264465511624,1
2026-03-26 20:00:00,2026-04-01 08:00:00,SHORT,86.47,83.31,0.03574446628888628,33
2026-04-01 08:00:00,2026-04-01 16:00:00,LONG,83.31,83.79,0.004961613251710526,2
2026-04-02 00:00:00,2026-04-02 08:00:00,LONG,78.94,78.27,-0.009287458829490775,2
2026-04-02 20:00:00,2026-04-03 12:00:00,SHORT,78.91,80.3,-0.01841500443543278,4
2026-04-06 04:00:00,2026-04-06 08:00:00,SHORT,81.77,82.39,-0.00838224287636058,1
2026-04-06 12:00:00,2026-04-06 16:00:00,SHORT,82.24,81.86,0.0038206225680933307,1
2026-04-08 00:00:00,2026-04-09 08:00:00,SHORT,84.53,82.14,0.027473985567254236,8
2026-04-10 00:00:00,2026-04-13 04:00:00,SHORT,82.84,82.12,0.007891453404152569,19
2026-04-14 00:00:00,2026-04-15 12:00:00,SHORT,86.03,83.94,0.02349385098221555,9
